"标识","编码","名称","上级"
"113040800","1130408","线路设备延伸器","电缆配套设备"
"113050100","1130501","综合布线线路","综合布线"
"113050300","1130503","小区宽带箱","综合布线"
"114010000","11401","线条","架空明线"
"115010400","1150104","陶瓷管道","电信管道"
"115010800","1150108","人孔","电信管道"
"115020100","1150201","木杆杆路","杆路"
"115030100","1150301","管井监控系统","管道配套设备"
"116010102","116010102","交叉矩阵","155Mb/s传输设备"
"116010203","116010203","支路盘","622Mb/s传输设备"
"116010204","116010204","线路盘","622Mb/s传输设备"
"116010303","116010303","支路盘","2.5Gb/s传输设备"
"103000000","103","数字交叉连接设备（DXC)","有线传输设备"
"110000000","110","模拟载波传输系统","有线传输设备"
"102030000","10203","SDH/MSTP 2.5Gb/s传输设备","光纤同步数字体系（SDH/MSTP）传输网"
"107040000","10704","波分复用网管系统","传输监控、网管设备"
"110020000","11002","对称电缆载波设备","模拟载波传输系统"
"702070200","7020702","终端设备","智能网网管设备"
"702080100","7020801","服务器","智能业务管理控制点（SMCP）"
"702090000","70209","智能业务交接接入点（SSAP）","移动通信智能网设备"
"702090100","7020901","服务器","智能业务交接接入点（SSAP）"
"703010000","70301","基站控制器(BSC)","移动通信无线网设备"
"703010101","703010101","机架","控制设备"
"703010103","703010103","系统板","控制设备"
"703010202","703010202","接口板","声码器架"
"703020104","703020104","功放","宏蜂窝基站设备（MACROCELL BTS)"
"703020203","703020203","收发信机","微蜂窝基站设备（MICROCELL BTS）"
"703020300","7030203","分布式基站设备","CDMA基站"
"703020301","703020301","机架","分布式基站设备"
"703020306","703020306","其他板件","分布式基站设备"
"703020307","703020307","射频模块","分布式基站设备"
"703040100","7030401","微微基站","微微基站"
"703040200","7030402","Femto基站","微微基站"
"703050100","7030501","服务器","移动基地台操作维护中心设备（OMC-R）"
"703060000","70306","天线设备","移动通信无线网设备"
"703060200","7030602","定向天线","天线设备"
"703060500","7030605","抱杆","天线设备"
"703060700","7030607","GPS天线","天线设备"
"703070000","70307","馈线设备","移动通信无线网设备"
"703070100","7030701","1/2馈线","馈线设备"
"703090000","70309","LTE基站","移动通信无线网设备"
"703090100","7030901","LTE宏蜂窝基站","LTE基站"
"703090104","703090104","射频模块","LTE宏蜂窝基站"
"703090106","703090106","其他板件","LTE宏蜂窝基站"
"703090203","703090203","基带处理板","LTE微蜂窝基站"
"703090301","703090301","分布式基站安装件","LET分布式基站"
"703090303","703090303","基带处理板","LET分布式基站"
"703100000","70310","LTE无线网操作维护中心（OMC-R）","移动通信无线网设备"
"703100100","7031001","网管机架","LTE无线网操作维护中心（OMC-R）"
"703100300","7031003","网管存储设备","LTE无线网操作维护中心（OMC-R）"
"704020000","70402","耦合器","室内（小区）覆盖系统"
"704030200","7040302","三功分器","功分器"
"704030300","7040303","四功分器","功分器"
"704060100","7040601","泄漏电缆","泄漏电缆"
"704070200","7040702","7/8〞馈线","馈线"
"705000000","705","移动通信其他设备","移动通信设备"
"705030100","7050301","无线公话终端设备","移动通信其他设备"
"705040300","7050403","自动售卡机","移动通信制卡设备"
"705050100","7050501","通信塔","通信塔"
"701020000","70102","分组域设备","移动通信交换设备"
"701020400","7010204","DNS域名服务器","分组域设备"
"701020701","701020701","路由器机框","PI路由器"
"701050900","7010509","Diameter路由代理","EPC增强型数据核心网"
"701051300","7010513","数据处理网关(SAE GW)","EPC增强型数据核心网"
"702020300","7020203","SCP工作站","业务控制设备（SCP）"
"702020600","7020206","SCP集线器","业务控制设备（SCP）"
"702030600","7020306","SMP集线器","业务管理设备（SMP）"
"702080400","7020804","计算机终端","智能业务管理控制点（SMCP）"
"702090200","7020902","SSAP交换机","智能业务交接接入点（SSAP）"
"703010100","7030101","控制设备","基站控制器(BSC)"
"703010203","703010203","系统板","声码器架"
"703020000","70302","CDMA基站","移动通信无线网设备"
"701010600","7010106","二级汇接移动交换机(TMSC2）","电路域设备"
"701020300","7010203","接入网AAA系统(AN-AAA)","分组域设备"
"701050200","7010502","分组数据网网关","EPC增强型数据核心网"
"701050800","7010508","计费网关","EPC增强型数据核心网"
"701051400","7010514","操作维护设备(OMC)","EPC增强型数据核心网"
"702010800","7020108","SDP局域网交换机","智能业务数据点（SDP）"
"702031100","7020311","SMP维护操作终端","业务管理设备（SMP）"
"703010300","7030103","分组控制功能单元(PCF）","基站控制器(BSC)"
"703060600","7030606","桅杆","天线设备"
"703061100","7030611","双向塔顶放大器","天线设备"
"703100400","7031004","网管组网设备","LTE无线网操作维护中心（OMC-R）"
"704050400","7040504","八木天线","天线"
"705040100","7050401","UIM卡制作设备","移动通信制卡设备"
"701021000","7010210","综合承载网关","分组域设备"
"702010100","7020101","SDP路由器","智能业务数据点（SDP）"
"702030100","7020301","SMP路由器","业务管理设备（SMP）"
"702070300","7020703","存储设备","智能网网管设备"
"302050000","30205","空分程控全电子电话交换","本地电话网"
"303040000","30304","电话业务计算机综合管理系统","电话网附属系统"
"305010000","30501","智能业务数据点（SDP）","智能网设备"
"306010000","30601","配套机架/机柜","配套设备"
"307050000","30705","软交换支撑设备","软交换系统设备"
"308020000","30802","IMS应用设备","IP多媒体子系统（IMS）设备"
"308050000","30805","IMS网络域互通设备","IP多媒体子系统（IMS）设备"
"308080000","30808","IMS路由设备","IP多媒体子系统（IMS）设备"
"304030000","30403","其它信令设备","信令网"
"305060000","30506","智能业务生成环境（SCEP）系统","智能网设备"
"301010300","3010103","车载式长途电话交换设备","长途数字程控交换"
"301020500","3010205","网管调制解调器","长途/本地电话网管系统"
"301021300","3010213","网管打印终端","长途/本地电话网管系统"
"302010200","3020102","数字程控长市合用电话交换设备","本地数字程控交换"
"302011000","3020110","停开机系统","本地数字程控交换"
"302011300","3020113","数据采集设备","本地数字程控交换"
"302030200","3020302","集中监控线路复用设备","本地电话网集中监控管理系统"
"302030800","3020308","集中监控前端机","本地电话网集中监控管理系统"
"302040500","3020405","总配线架（MDF）","测量系统设备"
"302050400","3020504","空分程控全电子内部专用交换机","空分程控全电子电话交换"
"303010300","3030103","电话改号通知机","营业用电话设备"
"303040200","3030402","局域网交换机","电话业务计算机综合管理系统"
"303050200","3030502","交换矩阵","其它附属设备"
"303050900","3030509","纵横制长途直拨配合架","其它附属设备"
"304010100","3040101","高级信令转接点（HSTP）设备","信令转接点（STP）设备"
"304020600","3040206","信令专用计算机","信令监控网管系统"
"304030400","3040304","“二手”交换机信令配合设备","其它信令设备"
"305020100","3050201","SCP路由器","智能业务控制点（SCP）"
"305020800","3050208","SCP局域网交换机","智能业务控制点（SCP）"
"305030400","3050304","SMP计算机","智能业务管理点（SMP）"
"305031100","3050311","SMP维护操作终端","智能业务管理点（SMP）"
"305050400","3050504","SSP操作维护终端","智能业务交换点（SSP）"
"305080100","3050801","语音资源（板）设备","智能IP外设"
"305090400","3050904","防火墙","智能网网管设备"
"306010100","3060101","网络机架","配套机架/机柜"
"307030300","3070303","边缘接入控制设备（BAC）","软交换接入设备"
"307050200","3070502","综合接入设备管理服务器（IADMS）","软交换支撑设备"
"308020500","3080205","智能网触发设备（SSF）","IMS应用设备"
"308030200","3080302","问讯会话控制设备（I-CSCF）","IMS控制设备"
"308030500","3080305","接入网关控制设备（AGCF）","IMS控制设备"
"308060200","3080602","媒体资源功能处理器（MRFP）","IMS媒体资源设备（MRFC/MRFP）"
"308070400","3080704","终端管理与业务发放系统","IMS网络支撑设备"
"308080400","3080804","防火墙","IMS路由设备"
"302050100","3020501","空分程控全电子市内电话交换设备","空分程控全电子电话交换"
"304030300","3040303","特种服务中心设备","其它信令设备"
"301010106","301010106","控制板","数字程控长途电话交换设备"
"308020300","3080203","会议系统设备（MEDIAX）","IMS应用设备"
"308020700","3080207","智能网触发网关（SSF-MGW）","IMS应用设备"
"308020900","3080209","其他应用设备","IMS应用设备"
"308030000","30803","IMS控制设备","IP多媒体子系统（IMS）设备"
"308030300","3080303","代理会话控制设备（P-CSCF）","IMS控制设备"
"308040100","3080401","接入网关（AG）","IMS接入设备"
"308050200","3080502","IMS媒体网关功能（IM-MGW）","IMS网络域互通设备"
"308060000","30806","IMS媒体资源设备（MRFC/MRFP）","IP多媒体子系统（IMS）设备"
"308060100","3080601","媒体资源功能控制器（MRFC）","IMS媒体资源设备（MRFC/MRFP）"
"308070100","3080701","网管系统设备","IMS网络支撑设备"
"308070200","3080702","计费服务器（CCF）","IMS网络支撑设备"
"308080100","3080801","路由服务器（RS）","IMS路由设备"
